term	gene
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	HDAC1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SMURF2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	CREBBP
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SMURF1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	ROCK1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	ARHA
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	APP
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SPTBN1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MYC
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MEF2C
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	PML
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	COPS5
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAPK4
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	ATF2
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SHC1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	ITGB3
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	PIK3R1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SNW1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	NUP214
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	JUN
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	NUP153
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SP1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	CDKN1A
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	ITGB4
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAP2K3
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SIK1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	KLF6
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAP2K6
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	SKIL
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	MAP3K7IP1
TGF BETA SIGNALING PATHWAY%WIKIPATHWAYS_20250210%WP366%HOMO SAPIENS	FOSB
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	CHD1L
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	PRKAB1
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	MLLT4
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	BCL9
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	CXNK2
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	PYGO1
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	FMO5
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	NBPF12
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	CTNNB1
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	F11R
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	PRKAA1
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	PYGO2
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	PRKAA2
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	PRKAG1
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	GJA3
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	ACP6
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	PRKAG2
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	AMELX
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	GJA5
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	TJP3
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	GJA8
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	PRKAG3
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	KIRREL1
1Q21 1 COPY NUMBER VARIATION SYNDROME%WIKIPATHWAYS_20250210%WP4905%HOMO SAPIENS	PRKAB2
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	MAP3K1
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	NR1i1
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	RELA
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	NFKB1
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	IKBKG
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	MAP2K3
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	SMAD4
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	NFATC1
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	MAP2K6
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	PPP3R1
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	NFKBIA
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	PPP3CA
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	NR3C1
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	RXRA
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	MED14
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	MAPK14
VITAMIN D IN INFLAMMATORY DISEASES%WIKIPATHWAYS_20250210%WP4482%HOMO SAPIENS	CHUK
GENES TARGETED BY MIRNAS IN ADIPOCYTES%WIKIPATHWAYS_20250210%WP1992%HOMO SAPIENS	CXNK2
GENES TARGETED BY MIRNAS IN ADIPOCYTES%WIKIPATHWAYS_20250210%WP1992%HOMO SAPIENS	IGF1
GENES TARGETED BY MIRNAS IN ADIPOCYTES%WIKIPATHWAYS_20250210%WP1992%HOMO SAPIENS	KCNJ2
GENES TARGETED BY MIRNAS IN ADIPOCYTES%WIKIPATHWAYS_20250210%WP1992%HOMO SAPIENS	HCN4
GENES TARGETED BY MIRNAS IN ADIPOCYTES%WIKIPATHWAYS_20250210%WP1992%HOMO SAPIENS	KCNE1
GENES TARGETED BY MIRNAS IN ADIPOCYTES%WIKIPATHWAYS_20250210%WP1992%HOMO SAPIENS	ERG
GENES TARGETED BY MIRNAS IN ADIPOCYTES%WIKIPATHWAYS_20250210%WP1992%HOMO SAPIENS	HAND2
GENES TARGETED BY MIRNAS IN ADIPOCYTES%WIKIPATHWAYS_20250210%WP1992%HOMO SAPIENS	HCN2
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	PIK3R2
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	EGF
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	CCND1
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	GSK3B
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	FOXO3A
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	GADD45B
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	GADD45A
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	GADD45G
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	ERBB2
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	PIK3CD
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	FOS
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	EGFR
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	MYC
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	AKT3
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	SOS2
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	MAPK1
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	HRAS
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	MAP2K1
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	CDKN1A
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	MAP2K2
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	PDPK1
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	GRB2
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	KRAS
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	BAK1
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	SOS1
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	RAF1
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	TCF7L2
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	ARAF
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	BAD
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	PTEN
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	PIK3R1
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	TCF7L1
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	BRAF
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	BAX
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	CTNNB1
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	DDB2
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	PIK3R3
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	DKFZp586H0919
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	CTNNA1
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	POLK
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	CASP9
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	CTNNA2
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	MAPK3
ENDOMETRIAL CANCER%WIKIPATHWAYS_20250210%WP4155%HOMO SAPIENS	APC2
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	TSC2
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	TSC1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	PNPLA2
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	GSK3B
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	PPARG
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	RPS6KB1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	KDM1A
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	SRC
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	PRDM16
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	MDM2
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	FOXO1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	raptor
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	AKT3
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	MTOR
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	MAPKAPK3
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	MAPK1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	HRAS
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	MAP2K1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	MLST8
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	TSHB
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	MAPK14
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	AKT1S1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	GRB2
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	SOS1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	RAF1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	ATF2
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	ITGB3
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	BAD
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	ITGAV
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	TSHR
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	PLCB1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	SLC5A5
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	PFKFB2
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	POMC
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	RXRA
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	AQP7
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	RHEB
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	TTF1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	NHSL1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	SHH
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	DUOXA2
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	ACTL6B
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	DEHAL1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	SLC26A4
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	TBC1D4
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	SIRT6
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	WNT4
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	SLC16A10
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	SLC16A2
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	DIO1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	CREB3
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	FGF8C
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	SLCO1C1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	TRH
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	PAX8
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	RPS6
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	CTNNB1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	PPARGC1A
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	RPS6KA6
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	PRKG2
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	MAFA
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	FRS2
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	ITPR2
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	MC4R
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	PLIN1
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	CASP9
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	MGLL
THYROID HORMONES PRODUCTION AND PERIPHERAL DOWNSTREAM SIGNALING EFFECTS%WIKIPATHWAYS_20250210%WP4746%HOMO SAPIENS	UCP1
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20250210%WP4786%HOMO SAPIENS	MBTPS1
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20250210%WP4786%HOMO SAPIENS	PLOD2
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20250210%WP4786%HOMO SAPIENS	SP7
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20250210%WP4786%HOMO SAPIENS	MBTPS2
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20250210%WP4786%HOMO SAPIENS	LRP5
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20250210%WP4786%HOMO SAPIENS	LRP6
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20250210%WP4786%HOMO SAPIENS	COL1A1
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20250210%WP4786%HOMO SAPIENS	PPIB
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20250210%WP4786%HOMO SAPIENS	MIA3
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20250210%WP4786%HOMO SAPIENS	WNT1
TYPE I COLLAGEN SYNTHESIS IN THE CONTEXT OF OSTEOGENESIS IMPERFECTA%WIKIPATHWAYS_20250210%WP4786%HOMO SAPIENS	PLOD1
